Target: 갤럭시 버즈3프로 실버 | Expected CatalogID: 53508451505
Total Items Collected: 400

 No | PID          | Mid          | Mall                 | Title
345 | 89902060496  | None         | 브롱크스NY               |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
346 | 89916601183  | None         | 레몬그레이1982            |  삼성 호환 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
347 | 89883979843  | None         | 더모어상회                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
348 | 89914304673  | None         | 로아플로우                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
349 | 89942856177  | None         | 픽글로우즈                |  갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 , 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버) Silver
350 | 89927198011  | None         | 토미월                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
351 | 89942973701  | None         | 픽글로우즈                |  갤럭시 버즈3 프로 (2024, ANC) 방수, AI 실시간 언어 통역기, 트루 와이어리스 블루투스 5.4 , 하이파이, 노이즈 캔슬링, 터치 컨트롤, 모델 R630 (실버)
352 | 90237746916  | None         | 모노리이브                |  갤럭시 버즈3 프로 , ANC 방수, AI 실시간 언어 통역기, 트루 와이어리스 블루투스 5 4 , 하이파이, 노이즈 캔슬링, 터치 컨트롤, 모델 R630 실버
353 | 88154918661  | None         | Two Step             |  [삼성 블루투스 이어폰] 삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
354 | 88154918375  | None         | ShoeBoX              |  [삼성 블루투스 이어폰] 삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
355 | 90460617856  | None         | 유니보라                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 새롭게 디자인된 컴포트 핏 실버 [미국 버전 아마존 2년 Buds 3 FE Only
356 | 90334579833  | None         | 쇼-픽                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 새롭게 디자인된 컴포트 핏 실버 [미국 버전 아마존 2년 Buds 3 FE Only
357 | 52329570024  | None         | 11번가                 |  삼성 갤럭시 버즈3 프로 실버 무선 노이즈캔슬링 이어폰 프로3
358 | 89912387588  | None         | 빅모먼트존                |  갤럭시 버즈3 프로 (2024, ANC) 방수, AI 실시간 언어 통역기, 트루 와이어리스 블루투스 5.4 , 하이파이, 노이즈 캔슬링, 터치 컨트롤, 모델 R630 (실버)
359 | 89824728204  | None         | 딜리고픽업                |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
360 | 90288199375  | None         | 지아재팬                 |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰 SILVER
361 | 90317468799  | None         | 하입굿딜                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
362 | 54961267580  | None         | 쿠팡                   |  버즈 3 프로 AI 트루 와이어리스 블루투스 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버  Silver
363 | 89731526478  | None         | I AM  FAMER          |  [삼성 블루투스 이어폰] 삼성 갤럭시 버즈3 프로 실버 (국내 정식 발매 제품) SM-R630NZAAKOO
364 | 90289455280  | None         | 월드와이즈 마켓             |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
365 | 90547269363  | None         | 도베라                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
366 | 90622268070  | None         | 셀렉 마켓                |  버즈3 프로 ( ANC) 방수 AI 실시간 언어 통역기 트루 와이어리스 블루투스 5 4 하이파이 노이즈 캔슬링 터치 컨트롤 모델 R630 (실버)
367 | 90403231822  | None         | G2GO지투고              |  버즈3 프로 ( ANC) 방수 AI 실시간 언어 통역기 트루 와이어리스 블루투스 5 4 하이파이 노이즈 캔슬링 터치 컨트롤 모델 R630 (실버)
368 | 89728584081  | None         | 모드리삼                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
369 | 89522655269  | None         | 라잇나우클릿               |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
370 | 57400034334  | None         | 11번가                 |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
371 | 52575233991  | None         | G마켓                  |  삼성전자 삼성전자 갤럭시 버즈3 프로 SM-R630N 실버색상 새상품.빠른배송
372 | 52575289489  | None         | 옥션                   |  삼성전자 삼성전자 갤럭시 버즈3 프로 SM-R630N 실버색상 새상품.빠른배송
373 | 56623017958  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 케이스 바나나는 원래 하얗다 무료배송
374 | 58498266277  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 아몬드브리즈 언스위트 케이스 무료배송
375 | 56623008062  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 아몬드브리즈 초콜릿 케이스 무료배송
376 | 58497279984  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 아몬드브리즈 오리지널 케이스 무료배송
377 | 90614763141  | None         | 탑클라쓰                 |  버즈 3 프로 AI 무선 블루투스 이어폰 노이즈캔슬 실시간 통역 라틴버전 실버 Silver
378 | 89864150400  | None         | 미개봉자급제               |  삼성전자 갤럭시 버즈3 프로 / SM-R630N 실버
379 | 58672644088  | None         | 롯데ON                 |  삼성전자 갤럭시 버즈3 프로 미개봉 새상품 HI
380 | 90237252576  | None         | 모노리이브                |  갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 , 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버 Silver
381 | 90538496913  | None         | 길상구름마켓               |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 실시간 인터프리터, 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전(실버)
382 | 53057940690  | None         | G마켓                  |  삼성전자 삼성전자 갤럭시 버즈3 프로 SM-R630N 블루투스 이어폰 실버
383 | 52964793129  | None         | 옥션                   |  삼성전자 갤럭시 버즈3 프로 SM-R630N 블루투스 이어폰 실버
384 | 89863712293  | None         | meta직구               |  삼성 갤럭시 버즈 3 프로 AI 무선 블루투스 이어버드 노이즈캔슬링 실버
385 | 58801993941  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰  SM-R630N  실버
386 | 58341381966  | None         | 삼성스토어시흥점             |  갤럭시 버즈3 프로 실버 SM-R630NZAAKOO
387 | 88415077976  | None         | 삼성공식파트너사 포디아이        |  삼성전자 갤럭시 버즈3 프로 무선 블루투스 이어폰 ANC SM-R630N
388 | 52809849655  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰  SM-R630N  실버
389 | 56801858692  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로 블루투스 이어폰  SM-R630N  실버
390 | 52571976707  | None         | 쿠팡                   |  삼성전자 갤럭시 버즈3 프로+이어폰클리너  실버
391 | 88042110947  | None         | 삼성공식파트너 제이유          |  삼성전자 갤럭시 버즈3 프로 무선 블루투스 이어폰 ANC SM-R630
392 | 88042181349  | None         | 삼성공식파트너 엠디텍          |  삼성전자 갤럭시 버즈3 프로 무선 블루투스 이어폰 ANC SM-R630N
393 | 56623196767  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 카라비너 클립 케이스 블랙 무료배송
394 | 56623236529  | None         | G마켓                  |  삼성 이어폰 갤럭시 버즈3 프로 실버 + 카라비너 클립 케이스 화이트 무료배송
395 | 90441575847  | None         | 민페이                  |  삼성 갤럭시 버즈 3 프로 AI 트루 와이어리스 블루투스 이어버드, 노이즈 캔슬링, 사운드 최적화, 새롭게 디자인된 컴포트 핏, 실버 [미국 버전, 아마존 , 2년 보증]
396 | 90451179766  | None         | 요이따네                 |  삼성 갤럭시 버즈 3 프로 무선 블루투스 이어버드 노이즈 캔슬링 사운드 최적화 새롭게 디자인된 컴포트 핏 실버
397 | 58555298633  | None         | 쿠팡                   |  버즈 3 프로 AI 트루 와이어리스 블루투스 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버  Silver
398 | 90114456535  | None         | 여덟봉지1                |  버즈3 프로 ANC 실시간 캔슬링 모델 하이파이 노이즈 트루 컨트롤 4 방수 블루투스 R630 통역기 터치 실버 와이어리스 AI 언어
399 | 58237991394  | None         | 쿠팡                   |  버즈 3 프로 AI 트루 와이어리스 블루투스 노이즈 캔슬링 사운드 최적화 실시간 인터프리터 새롭게 디자인된 컴포트 핏 라틴 아메리카 버전 실버  Silver
400 | 90567156326  | None         | 정품인증점                |  삼성전자 갤럭시 버즈3 프로 SM-R630N 실버
